Nº;MES;DIRIGIDA A;TIPO;DETALLE;;;;;;;;;;;;;;;;;;;;;;;
866;5;SISTEMAS;QUEJA;el menú es complicado y poco claro, creo que el sistema está hecho para que uno gaste en un contador o pierda tiempo. la atención telefónica no existe, tengo grabado una hora de espere y será atendido, tuve que sacar un turno y cuando fui hasta allá me dieron un papel para que el tramite lo haga en internet, y encima la chica que me atendió me dijo que si en un par de semanas no me han contestado el expediente electrónico que saque otra vez turno para ir personalmente a ver que pasa!!! atención al cliente muy mala. deberían contratar a alguien que los asesore... perdida de tiempo total;;;;;;;;;;;;;;;;;;;;;;;
867;5;GESTION INTERNA;SUGERENCIA;celeridad en la respuesta de trámites web ;;;;;;;;;;;;;;;;;;;;;;;
868;5;GESTION INTERNA;QUEJA;es un desastre la resolucion de exptes! se tardan mas de un mes cuando uno le presenta toda la documentacion. no existe gente capacitada para resolver un tramite!!! todos los meses abriendo exptes por las mismas cosas que supuestamente me notifican que cargaron!!! desastrosoooo;;;;;;;;;;;;;;;;;;;;;;;
869;5;ATENCION CONTRIBUYENTE;RECLAMO;den un mail valido y de facil acceso para comunicarse ,no me emitieron el impuesto 2021 y no me dan solucion;;;;;;;;;;;;;;;;;;;;;;;
870;5;GESTION INTERNA;QUEJA;estaba haciendo un trámite por la oficina virtual y me lo archivaron sin ninguna explicación;;;;;;;;;;;;;;;;;;;;;;;
871;5;SISTEMAS;SUGERENCIA;no es clara la forma de adjuntar documentos con la pantalla siguiente que efectúa propiamente la carga del documento.;;;;;;;;;;;;;;;;;;;;;;;
872;5;SISTEMAS;FELICITACIONES;muy bueno;;;;;;;;;;;;;;;;;;;;;;;
873;5;;VARIOS;necesito recibir impresos  en domicilio;;;;;;;;;;;;;;;;;;;;;;;
874;5;SISTEMAS;RECLAMO;es complicada para entender la pagina, se usan términos familiares para los empleados de atm y no para los usuarios;;;;;;;;;;;;;;;;;;;;;;;
875;5;GESTION INTERNA;QUEJA;hay tramites que jamas los resuelven  como el caso del contribuyente 20149408909;;;;;;;;;;;;;;;;;;;;;;;
876;5;ATENCION CONTRIBUYENTE;SUGERENCIA;"buenos días ,está bueno este sistema pero además deberia mejorar la atención teléfonica y el 148.estos dos últimos servicios son un desastre.estamos en una pandemia y se nos pide que no concurramos a lugares públicos ,pero como hacemos si los servicios que nos debemos dirigir son malos.
gracias por entender.
stimolo josé martín
cel. 2616574970";;;;;;;;;;;;;;;;;;;;;;;
877;5;GESTION INTERNA;QUEJA;presente exp  ee54180-2020 el 16/12/2020  sin movimiento ni respuesta a la fecha;;;;;;;;;;;;;;;;;;;;;;;
878;5;;VARIOS;la ves que ingreso a la pagina.... ;;;;;;;;;;;;;;;;;;;;;;;
879;5;SISTEMAS;SUGERENCIA;es un poco difícil completar, en el apartado, mis trámites, las formas para reclamos de patentes pagas. ;;;;;;;;;;;;;;;;;;;;;;;
880;5;CATASTRO;RECLAMO;en tipo detrámite en catastro a realizar,no figura certificado catastral o presentaciones varias como indica la guía suministrada para crear un expediente electrónico.además,no me dice qué documentación debo adjuntar para solicitar el certificado catastral.(que es lo que solicito);;;;;;;;;;;;;;;;;;;;;;;
881;5;SISTEMAS;SUGERENCIA;no debiera ser tan complejo el trámite de incorporación de ofici.-os por mesa de entradas;;;;;;;;;;;;;;;;;;;;;;;
882;5;;VARIOS;en este momento inicio la gestión, espero una pronta respuesta.;;;;;;;;;;;;;;;;;;;;;;;
883;5;CATASTRO;SUGERENCIA;agregar información respecto de trámites ante catastro ;;;;;;;;;;;;;;;;;;;;;;;
884;6;ATENCION CONTRIBUYENTE;SUGERENCIA;el servicio telefónico tiene mucha demora en atender, deberían haber más operadores;;;;;;;;;;;;;;;;;;;;;;;
885;6;;VARIOS;me estan haciendo preguntas que no puedo responder en este momento y no me dejan completar la encuesta con lo que si puedo responde, entonces debo tildar algo sin razon de ser   ;;;;;;;;;;;;;;;;;;;;;;;
886;6;SISTEMAS;SUGERENCIA;los inmuebles cuya propiedad pertenece a mas de un titular deberían aparecer en la oficina virtual de todos los titulares y cotitulares;;;;;;;;;;;;;;;;;;;;;;;
887;6;ATENCION CONTRIBUYENTE;SUGERENCIA;se hizo facil luego de que fuera a la ventanilla unica con turno previo y alli me dieran el instructivo ;;;;;;;;;;;;;;;;;;;;;;;
888;6;SISTEMAS;SUGERENCIA;"mi sugerencia es que el procedimiento para el sellado de las órdenes de compra sea mucho mas sencillo, y que que al generar un sellado no implique un nacimiento de hecho imponible ; que sea simplemente un vep o una boleta que se pueda rehacer las veces que haga falta";;;;;;;;;;;;;;;;;;;;;;;
889;6;SISTEMAS;SUGERENCIA;corregir la manera de hacer los tramites. ya que siendo escribana, no puedo consultar la deuda de los inmuebles de manera rapida y eficiente, mas en en medio de esta pandemia que no podemos ir al lugar sin previo turno. ;;;;;;;;;;;;;;;;;;;;;;;
890;6;SISTEMAS;SUGERENCIA;para el sellado de contratos podrían colocar la opción de anotar el padrón aunque no figure en el listado y que se adjunte la escritura, en vez de tener que derivarlo por expte electrónico que demora mucho la obtención del boleto.;;;;;;;;;;;;;;;;;;;;;;;
891;6;ATENCION CONTRIBUYENTE;QUEJA;muy mala atención, no resolvieron el problema y demoraron 2 meses en responder.;;;;;;;;;;;;;;;;;;;;;;;
892;6;ATENCION CONTRIBUYENTE;FELICITACIONES;hoy llegue tarde al turno en ventanilla única, y sin embargo el personal me atendió excelente. ;;;;;;;;;;;;;;;;;;;;;;;
893;6;SISTEMAS;RECLAMO;si tengo un reclamo que hacer de sellados que es lo que mas ocupo es un problema porque nadie me toma el reclamo o consulta.;;;;;;;;;;;;;;;;;;;;;;;
894;6;SISTEMAS;SUGERENCIA;más claridad en la guía de trámites y para las impresiones de boletas de pago y bajas de los dominios y pago de los mismos;;;;;;;;;;;;;;;;;;;;;;;
895;6;GESTION INTERNA;RECLAMO;he presentado oficios judiciales y ya ha pasado un mes y medio sin obtener respuesta, ambos son la última prueba necesaria en dichos procesos para solicitar sentencia, y a la vez son procesos de objeto urgente. sugiero una comunicación más fluida con los abogados, ya sea por vía telefónica o por correo.;;;;;;;;;;;;;;;;;;;;;;;
896;6;GESTION INTERNA;RECLAMO;"hay trámites que no resuelve la web ni está actualizado en preguntas frecuentes como pagos duplicados. he tratado de comunicarme telefónicamente durante 2 días sin atenderme. 
al momento no he podido solucionar el problema ni he recibido una respuesta.";;;;;;;;;;;;;;;;;;;;;;;
897;6;ATENCION CONTRIBUYENTE;RECLAMO;necesitamos que funcione correctamente el servicio de atención al público telefónico con personas especializadas en cada tema con practica no teoría y en horario muy extendido. ;;;;;;;;;;;;;;;;;;;;;;;
898;6;SISTEMAS;SUGERENCIA;no se si se puede actualmente, pro deberiamos poder cargar mas de un mail para recibir información. en mi caso particular le llega al estudio contable unicamente. ;;;;;;;;;;;;;;;;;;;;;;;
899;6;GESTION INTERNA;QUEJA;que atiendan mi solicitud soy de malargue vengo pidiendo en reiteradas ocaciones me den la excención del 50% impuesto automotor y no me responden;;;;;;;;;;;;;;;;;;;;;;;
900;6;SISTEMAS;SUGERENCIA;no esta clara la forma efectuar anulaciones;;;;;;;;;;;;;;;;;;;;;;;
901;6;SISTEMAS;SUGERENCIA;hay tramites que no necesitan codigos retributivos, por lo cual, si es necesario debe solicitarse, caso contrario no.;;;;;;;;;;;;;;;;;;;;;;;
902;6;SISTEMAS;SUGERENCIA;por favor crear una ventana para obtener datos de nomenclatura catastral y padron territorial;;;;;;;;;;;;;;;;;;;;;;;
903;6;GESTION INTERNA;QUEJA;han puesto el nombre de otra persona con mi dni esto es inadmisible y necesita solución urgente. yo soy carlos calise y no se quien es juan pablo jaliff;;;;;;;;;;;;;;;;;;;;;;;
904;6;ATENCION CONTRIBUYENTE;FELICITACIONES;agradezco al personal de atm. especialmente al sr.aldo facello, quien con muy buena predisposicion, me indico los pasos a seguir.- muchas gracias.- felicitaciones.-;;;;;;;;;;;;;;;;;;;;;;;
905;6;SISTEMAS;SUGERENCIA;la página debe optimizarse más para el uso de personas comunos, no familiarizadas con temas contables;;;;;;;;;;;;;;;;;;;;;;;
906;6;SISTEMAS;SUGERENCIA;debería ser posible imprimir boletos desde la pagina de años anteriores;;;;;;;;;;;;;;;;;;;;;;;
907;6;SISTEMAS;SUGERENCIA;"deberian unnificar el diseño de interfaz de usuario para la seccion ""mis tramites"" es feo y dificil de navegar. ";;;;;;;;;;;;;;;;;;;;;;;
908;6;SISTEMAS;SUGERENCIA;hay ciertos tramites que eran mucho mas comodos hacerlos telefonicamente y con respuestas mas rapidas;;;;;;;;;;;;;;;;;;;;;;;
909;6;GESTION INTERNA;SUGERENCIA;mas rapidez para resolver reclamos;;;;;;;;;;;;;;;;;;;;;;;
910;6;SISTEMAS;SUGERENCIA;hay cosas que uno no entiende bien y el operador debería tener mas respuestas que preguntas y guiarnos para hacer bien las cosas y no solo pedirnos cosas que no sabemos como hacerla. saludos;;;;;;;;;;;;;;;;;;;;;;;
911;6;SISTEMAS;SUGERENCIA;el tema para ver las deudas de ingresos brutos está un poco escondido;;;;;;;;;;;;;;;;;;;;;;;
912;6;GESTION INTERNA;SUGERENCIA;sugiero que los operadores virtuales contesten con mas rapidez para el avance de los trámites.;;;;;;;;;;;;;;;;;;;;;;;
913;6;CATASTRO;QUEJA;mucha demora en tramites de catastro y cuando finalizan no lo notifican. inaceptable;;;;;;;;;;;;;;;;;;;;;;;
914;6;SISTEMAS;SUGERENCIA;y antes de confirmar la direccion electronica, me hubiera gustado primero enviar la doc para poder actualizar y confirmar la misma, ya que debia de confirmarla primero y luego poder ocuparl, cosa que eso a sido lo unico que me trabo bastante la situacion del alta;;;;;;;;;;;;;;;;;;;;;;;
915;6;GESTION INTERNA;QUEJA;es la segunda vez que estoy haciendo un tramite por el cual nadie me dio respuesta, tan simple como un cambio de titularidad. es vergonzoso que un tramite tan simple demore mas de un año. vuelvo a adjuntar nuevamente toda la documentación solicitada y espero el milagro de que puedan resolverlo en tiempo y forma.;;;;;;;;;;;;;;;;;;;;;;;
916;6;SISTEMAS;QUEJA;plataforma mis tramites no funciona, o nadie la revisa. hace meses tengo un tramite de una simple consulta y sigue en proceso.;;;;;;;;;;;;;;;;;;;;;;;
917;6;ATENCION CONTRIBUYENTE;QUEJA;no contesta nadie cuando llamas al 148, hace 3 días que intento hacer una consulta, para pagarrr!!!;;;;;;;;;;;;;;;;;;;;;;;
918;6;GESTION INTERNA;SUGERENCIA;"cuando manden detalles de faltas de pago, o atrasos, mandenlo de forma más gráfica, indicando claramente el dominio y datos importntes, porque al ser todo texto de corrido, se desfasa la información y no se comprende.
y al no comprender, por mas de que uno tenga voluntad de regularizar la deuda, no se entiende nada.";;;;;;;;;;;;;;;;;;;;;;;
919;6;SISTEMAS;SUGERENCIA;deben agregar el detalle de la cuenta corriente del contribuyente y poder acceder a compensar saldos a favor de un impuesto con otro a cargo de atm.;;;;;;;;;;;;;;;;;;;;;;;
920;6;;VARIOS;ninguna;;;;;;;;;;;;;;;;;;;;;;;
921;6;SISTEMAS;QUEJA;en la página dice que tengo una deuda pero no especifica de qué. me están cobrando una cuota de un plan con amenazas de darlo de baja. y la cuota está debidamente paga. debería cobrarles intereses y multa a atm. es intransigente el servicio;;;;;;;;;;;;;;;;;;;;;;;
922;6;ATENCION CONTRIBUYENTE;RECLAMO;los operadores que atienden el 148 deben ser mas educados y entender que a veces se necesita que brinden información de como realizar un trámite sin ser tan soberbios y mal educados, porque si uno tiene la paciencia de esperar mas de 15 o 20 minutos para ser atendidos telefonicamente, ellos deberían dedicar minimo 5 minutos de su valioso tiempo para orientar como corresponde a un contribuyente, como realizar un trámite online, ojala le den importancia a mi comentario, (seguro ni lo van a leer);;;;;;;;;;;;;;;;;;;;;;;
923;6;SISTEMAS;FELICITACIONES;es muy amigable el sitio;;;;;;;;;;;;;;;;;;;;;;;
924;6;ATENCION CONTRIBUYENTE;RECLAMO;la atencion no es muy buena, tengo reclamos sin atender por lso agentes, la pagina es poco intuitiva;;;;;;;;;;;;;;;;;;;;;;;
925;6;SISTEMAS;FELICITACIONES;el problema no es la página somos en mi caso el usuario;;;;;;;;;;;;;;;;;;;;;;;
926;6;CATASTRO;SUGERENCIA;soy profesional y en ciertos tramites como cambio de titularidad en imp inm. cosa que se tendría que actualizar al emitirse el catastral, encuentro un poco exagerado que se nos solicite adjuntar escritura, dni y cuit de titulares, siendo que ya fueron cargados estos datos en certif catastral antes de la escrituración, creo que con adjuntar matricula expedida por reg. propiedad o escritura debe ser suficientes al menos en estos casos, que  no fue actualizado por atm automáticamente. ;;;;;;;;;;;;;;;;;;;;;;;
927;6;SISTEMAS;QUEJA;no pude sacar turno web.  la devolución del exceso de pago de impuesto fue un desastre via web.  lo aprobaron con 8 días de atraso.  ahora no encontré la opción para que me devuelvan el exceso de un impuesto automotor, llevo meses tratando de que me reintegren, atm tampoco tiene intención de hacerlo parece. ;;;;;;;;;;;;;;;;;;;;;;;
928;6;ATENCION CONTRIBUYENTE;QUEJA;no puede ser que sea imposible hablar con un humano!! al 148 no atienden y he estado esperando 45 minutos hasta que me cortan. la recaudación es muy importante para que el estado siga funcionando y es bastante deficiente la atención para el contribuyente que tiene la intención de pagar.;;;;;;;;;;;;;;;;;;;;;;;
929;6;SISTEMAS;RECLAMO;el pago del impuesto inmobiliario no coincide el listado que emana con el realmente abonado;;;;;;;;;;;;;;;;;;;;;;;
930;6;SISTEMAS;SUGERENCIA;deberían referirse  a formularios e informes con el nombre puntual que figuran en el papel porque al momento de cargarlos a la pagina se dificulta ubicarlos de manera correcta;;;;;;;;;;;;;;;;;;;;;;;
931;6;SISTEMAS;SUGERENCIA;que se puedan descargar las constancias de atm sin necesidad de ingresar con cuit y clave fiscal;;;;;;;;;;;;;;;;;;;;;;;
932;6;SISTEMAS;FELICITACIONES;no tengo sugerencias;;;;;;;;;;;;;;;;;;;;;;;
933;6;SISTEMAS;SUGERENCIA;debería tener una forma de acceder a resoluciones atm respecto a impuestos, especialmente ingresos brutos en forma mas accesible (por ejemplo un índice para resoluciones sobre aspectos de procedimiento, de retenciones de iibb y de percepciones de iibb). también presentar tablas con los diferentes valores de sellado. ;;;;;;;;;;;;;;;;;;;;;;;
