Marca temporal;1. Utiliza habitualmente la página web de ATM;2. Le resultó simple la creación de su cuenta en Mis Trámites;3. Le resulta comprensible la sección de Mis Trámites;4. El trámite que realizó dentro de Mis Trámites fue resuelto de forma:;5. La información brindada por la página web de ATM es:;6. El boleto para pagar el año 2021 lo obtiene por:;Agregue aquí su sugerencia
4/26/2021 21:08:46;SI;SI;SI;Nada satisfactoria;Buena;NO LO OBTUVE AUN, ES LO QUE RECLAMO;QUE POR FAVOR RESPONDAN LOS TRAMITES QUE SE INICIAN POR MIS TRAMITES.
4/26/2021 21:47:26;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/26/2021 21:59:30;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;La página se cae mucho  y en vencimientos suele estar en mantenimiento. 
4/26/2021 23:53:30;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 1:09:05;SI;SI;SI;Nada satisfactoria;Regular;Recepción por correo electrónico;
4/27/2021 6:35:10;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Es como en todo trabajo hay empleados eficientes y otros no. 
4/27/2021 8:07:40;NO;NO;NO;Poco satisfactoria;Mala;Descarga de la página web de ATM;
4/27/2021 8:07:46;NO;NO;NO;Poco satisfactoria;Mala;Descarga de la página web de ATM;
4/27/2021 8:14:38;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;sugerencia:  cuando  un contribuyente  tiene  saldo  a  favor  y se lo aplica  en otro  impuesto  deberia  figurar  ese descuento en el  impuesto en  en donde  se aplico.
4/27/2021 8:28:24;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/27/2021 8:44:42;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Deben ser mas agiles al responder
4/27/2021 9:22:59;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 9:45:31;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 9:47:33;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 9:53:58;SI;SI;SI;Poco satisfactoria;Regular;Descarga de la página web de ATM;Por la pandemia debería haber un canal de consultas online
4/27/2021 9:58:01;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 9:59:38;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 10:11:35;SI;SI;SI;Poco satisfactoria;Regular;Recepción por correo electrónico;Deberian asignar con mayo rapidez los exptes electronicos en el sayges
4/27/2021 10:52:25;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 11:17:51;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 11:27:57;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 11:36:01;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 11:49:21;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 12:20:14;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 12:20:26;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;LA RESOLUCIÓN DE RECLAMOS DEBERÍA SER MÁS ÁGIL. GRACIAS!
4/27/2021 12:36:51;SI;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;
4/27/2021 12:41:55;SI;SI;SI;Satisfactoria;Buena;Entrega en su domicilio real;
4/27/2021 12:47:01;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 12:47:09;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;Creo que falta información o posibilidades de aclarar los trámites a realizar o ser más como la página de AFIP en cuanto a cosas sencillas como compensar deuda
4/27/2021 13:00:01;SI;SI;NO;Poco satisfactoria;Mala;Descarga de la página web de ATM;
4/27/2021 13:01:00;NO;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 13:07:14;SI;SI;SI;Muy satisfactoria;Muy Buena;NORMALMENTE LO SOLICITO EN BOLSA DE COMERCIO;
4/27/2021 13:38:28;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;los tramites presentados en algunos casos llevan meses sin ser resueltos por parte de atm
4/27/2021 13:52:45;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 14:02:18;NO;SI;NO;Poco satisfactoria;Regular;Recepción por correo electrónico;"Necesitaba enviarles la denuncia de Venta del auto que tenía ( KRG 253) pero no encontré la opción ""denuncia de  venta por ello mandé un correo electrónico  "" Luego de recibir la respuesta ingresé en ""Trámites online"" pero alli tampoco estaba la opción de mandar la denuncia de venta. Espero que sea de utilidad la gestión que realice.                                                    Muchas gracias"
4/27/2021 14:20:57;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;Los trámites iniciados deben tener una solución, la gente responsable no esta comprometida o no esta capacitada adecuadamente. 
4/27/2021 14:30:32;NO;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 14:37:30;SI;SI;SI;Poco satisfactoria;Muy Buena;Recepción por correo electrónico;ES FACIL DE USAR AUNQUE LOS TRAMITES ONLINE NO LOS RESUELVEN O MANDAN MAIL AL RESPECTO
4/27/2021 15:19:15;NO;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/27/2021 15:24:55;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 15:38:31;SI;SI;SI;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/27/2021 15:43:34;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 15:51:32;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/27/2021 16:25:41;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 17:02:43;SI;NO;NO;Poco satisfactoria;Regular;correo electrónico;
4/27/2021 17:18:10;SI;NO;SI;Nada satisfactoria;Regular;no tengo;fíjense el portal de ciudadano digital de córdoba y vean lo que es bueno.
4/27/2021 18:20:58;NO;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;
4/27/2021 18:30:44;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;deberian haber tutoriales para que las personas comunes puedan manejarlo
4/27/2021 18:55:53;NO;SI;NO;Muy satisfactoria;Buena;Descarga de la página web de ATM;deberia ser mas simple el poder pagar y llevo con los boletos adheridos hace bastante y no me llega la notificacion al mail no se por que. Trate de abonar el automotor con VEP y me dio error 3 veces
4/27/2021 18:58:56;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;AGILIDAD EN LAS RESPUESTAS, MAYOR EFICIENCIA Y EMPATIA
4/27/2021 19:21:53;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;seria importante que así como reclaman las deudas tributarias en tiempo y forma, también deberían registrar los  tramites en tiempo y forma, los contribuyentes estaríamos mas satisfechos no reclamando tramites de hace 4 meses atrás.
4/27/2021 19:40:31;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 19:47:47;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;creo que es una excelente herramienta
4/27/2021 20:27:49;NO;NO;NO;Nada satisfactoria;Mala;Descarga de la página web de ATM;la verdad una vergüenza un lió para poder mandar documentación 
4/27/2021 20:28:01;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 20:43:05;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/27/2021 21:33:33;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/27/2021 22:38:14;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 7:42:45;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;mas rapidez
4/28/2021 8:15:34;NO;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;HAY MUCHA DEMORA EN RECIBIR REPUESTAS
4/28/2021 8:39:29;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 8:42:10;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Tendría que haber mas opciones cuando uno quiere generar expte por ejemplo planes de pago.
4/28/2021 9:35:07;NO;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
4/28/2021 9:35:23;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 9:35:53;SI;SI;SI;Satisfactoria;Muy Buena;Entrega en su domicilio real;
4/28/2021 9:36:54;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 9:38:06;SI;SI;NO;Muy satisfactoria;Muy Buena;Recepción por correo electrónico;
4/28/2021 9:56:59;SI;SI;SI;Nada satisfactoria;Muy Buena;Descarga de la página web de ATM;MALISIMA LA ATENCION POR MIS TRAMITES A LA HORA DE HACER RECLAMOS, DEMORAN MUCHISIMO
4/28/2021 9:59:15;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 10:00:26;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Deberían mejorar el tema para pagar intereses de los impuestos, porque es complejo sin necesidad.
4/28/2021 10:19:53;NO;SI;NO;Poco satisfactoria;Buena;Descarga de la página web de ATM;Falta claridad  para la búsqueda de información y trámites. Diseño poco comprensible y amigable porque hay demasiada información y secciona mucho la misma en página que se abren por fuera de la misma
4/28/2021 10:24:02;NO;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 10:51:55;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 11:10:53;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;ninguna. todo bien para mì
4/28/2021 11:11:28;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 11:23:28;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 11:24:49;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;POR FAVOR. NO ES LA PRIMERA VEZ QUE SUCEDE QUE RECLAMAN PERÍODOS DE PAGO QUE HAN SIDO BONADOS HACE 5 MESES.- VERIFIQUEN LO QUE RECLAMAN ANTES DE ENVIAR UNA NOTIFICACIÓN
4/28/2021 11:38:52;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;TODA VIA NO HA SIDO RESUELTA MI SOLICITUD
4/28/2021 11:44:06;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 11:48:34;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Deben mejorar la comunicación entre AFIP y ATM y mostrar la misma información. Un problema tener que reclamarles a ustedes por deudas incorrectas y cancelada en tiempo y forma, por fallas de sistema entre los organismos.
4/28/2021 11:54:56;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 11:55:01;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 11:55:09;NO;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 12:01:24;NO;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Cuando notifican una deuda, no indican el procedimiento para resolverlo
4/28/2021 12:05:40;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 12:47:56;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 13:04:20;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;.
4/28/2021 13:25:42;SI;SI;NO;Poco satisfactoria;Regular;Recepción por correo electrónico;EL TRATO  E INFORMACIÓN QUE DAN CUANDO NOS COMUNICAMOS POR TELÉFONO DEBERÍA MEJORAR NOTABLEMENTE...!!!
4/28/2021 14:05:27;NO;NO;NO;Nada satisfactoria;Regular;Descarga de la página web de ATM;No es claro cómo arribar hasta el trámite que uno necesita
4/28/2021 14:51:04;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 15:46:58;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 15:52:57;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 16:10:58;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 16:28:25;SI;NO;SI;Satisfactoria;Buena;Entrega en su domicilio real;
4/28/2021 16:43:04;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 17:30:16;NO;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;
4/28/2021 17:32:27;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 18:01:08;SI;SI;SI;Satisfactoria;Mala;Descarga de la página web de ATM;
4/28/2021 18:20:52;SI;SI;NO;Poco satisfactoria;Regular;fui a la bolsa de comercio a pagar;Archivaron un pedido debaja. no se que falta. 
4/28/2021 18:30:33;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 18:30:40;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;TODAVIA MI TRÁMITE NO FUE RESUELTO. ESPERO SE RESUELVA PRONTAMENTE.
4/28/2021 18:59:08;SI;SI;SI;Muy satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 19:31:39;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 20:14:14;SI;SI;SI;Poco satisfactoria;Mala;Descarga de la página web de ATM;SELLOS WEB NO TOMA SELLADOS DE INSTRUMENTOS PRESCRIPTOS Y DEBERIA GENERAR LA CONSTANCIA YA QUE ES NECESARIO PARA OTROS TRAMITES, POR EJEMPLO ESCRITURACION INMUEBLE A FIN DE RETENER EL ESCRIBANO IMPUESTO PERTINENTE SIN MULTA E INTERESES. ADEMAS DE SER UN DERECHO   
4/28/2021 20:26:01;SI;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;
4/28/2021 21:43:44;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/28/2021 21:44:33;SI;SI;NO;Satisfactoria;Regular;Descarga de la página web de ATM;
4/28/2021 21:57:05;SI;NO;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;"La página no es intuitiva, los impuestos automotor e ingresos brutos no tiene la opción de pago en la pagina web (al menos yo no la encontré) debería tener las opciones de pago anual y cada período todo separado así podremos seleccionar el pago que necesitamos realizar. 
En enero de 2021 realicé el pago mediante vep _monotributo unificado- de la primer cuota de IIBB y no la han registrado. "
4/28/2021 22:49:53;SI;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;Colocar un buscador para los tramites. colocar un chatbot
4/28/2021 23:13:54;NO;SI;SI;Satisfactoria;Regular;Recepción por correo electrónico;
4/29/2021 0:36:20;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;Sugiero corroborar adecuadamente los pagos de los contribuyentes antes de reclamar deudas inexistentes. 
4/29/2021 2:29:22;SI;SI;SI;Satisfactoria;Muy Buena;Recepción por correo electrónico;
4/29/2021 9:15:00;SI;SI;SI;Nada satisfactoria;Mala;Descarga de la página web de ATM;no responden nunca los tramites realizados en la oficina virtual ,obligando a hacer el tramite presencial
4/29/2021 9:16:43;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 9:45:45;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Bajen el impuesto al automotor.
4/29/2021 10:32:15;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/29/2021 10:55:32;SI;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;Demoran mucho en atender 148 opción 1
4/29/2021 11:19:30;NO;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;Que agilicen un poco la respuesta a los trámites online
4/29/2021 11:49:01;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;
4/29/2021 11:51:44;SI;NO;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 12:15:55;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Sería posible mejorar el funcionamiento de la página en cuanto a poder averiguar deudas de otros vehículos sin ser el titular ni ser usuario, ésto facilitaría a la hora de eventualmetne realizar compra de algún vehículo usado, y poder saber si tiene deuda o no, antes de hacer la operación. gracias 
4/29/2021 12:18:58;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 12:20:39;NO;SI;NO;Poco satisfactoria;Regular;Descarga de la página web de ATM;
4/29/2021 12:31:58;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/29/2021 12:50:13;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/29/2021 13:06:51;NO;SI;SI;Satisfactoria;Buena;Recepción por correo electrónico;
4/29/2021 13:12:09;SI;SI;SI;Nada satisfactoria;Regular;Descarga de la página web de ATM;El sistema tiene muchas fallas por ejemplo: 1) pagos correctamente imputados a los meses desaparecen del sistema y llegan intimaciones, 2) Mendoza Activa no dejaba compensar, ahora si pero por el saldo deja solo desde la página generar un vep por la diferencia con poco plazo y si expira al otro día no deja volver a generar el vep, 3)hoy no se pueden generar los veps  por boleto automotor que expiran mañana, 4)la oficina virtual no deja un registro de los pagos efectuados ni saldos a favor, 5)en MUM no deja reimputar pagos duplicados que si se pueden realizar por AFIP, es decir no deja llevar una correcta visualización de la cuenta corriente, etc.
4/29/2021 13:30:36;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/29/2021 13:54:15;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 15:19:56;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;Actualmente no haría ninguna sugerencia, la página es muy completa y clara
4/29/2021 15:37:29;SI;SI;NO;Satisfactoria;Buena;Descarga de la página web de ATM;En la pregunta 4 todavia no se resuelve mi trámite. Los menu de la pagina no son nada simples.....
4/29/2021 15:54:17;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 16:19:02;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Solucionar libre deuda inmobiliario
4/29/2021 16:32:03;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 17:50:41;SI;NO;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 18:35:08;SI;SI;SI;Satisfactoria;Regular;Descarga de la página web de ATM;.
4/29/2021 18:45:30;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;Por favor sigan trabajando de esta forma en un alto nivel de eficiencia, Muchas gracias
4/29/2021 19:55:30;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 20:11:54;NO;SI;SI;Satisfactoria;Buena;OFICINA ATM;
4/29/2021 20:27:36;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 21:55:59;SI;SI;SI;Satisfactoria;Buena;Descarga de la página web de ATM;
4/29/2021 23:37:21;SI;SI;SI;Poco satisfactoria;Buena;Descarga de la página web de ATM;QUE LOS TRÁMITES QUE UNO REALIZA SEAN RESUELTOS EN UN BREVE TIEMPO, YA QUE NO LOS SOLUCIONAN EN OTROS CASOS ME HA PASADO, TUVE QUE PAGAR DOS VECES UNA DEUDA, PORQUE NO ME COMPUTARON LOS PAGOS Y NO ME DIERON SOLUCIÓN AL RECLAMO
4/29/2021 23:37:25;SI;SI;SI;Muy satisfactoria;Muy Buena;Descarga de la página web de ATM;
4/29/2021 23:42:09;SI;SI;SI;Nada satisfactoria;Buena;Descarga de la página web de ATM;TARDAN MUCHO EN RESOLVER LOS RECLAMOS
4/29/2021 23:42:19;NO;SI;SI;Satisfactoria;Buena;Entrega en su domicilio real;Difundir más la existencia y uso de la pagina web de Atm
4/30/2021 8:25:43;SI;SI;SI;Nada satisfactoria;Buena;Recepción por correo electrónico;ESTOY HACE 10 DÍAS ESPERANDO QUE ME GENEREN UN SELLADO PARA PODER PAGARLO Y PRESENTARLO ANTE TESORERIA, ESTA HACE 10 DIAS EN TRAMITE Y NO HAY FORMA DE CONTACTARSE CON NADIE DE ATM, LOS TELEFONOS NO FUNCIONAN Y NO HAY OTRO MEDIO DE COMUNICARSE. MUCHA TECNOLOGIA PERO SE NECESITA SOPORTE A LOS CONTRIBUYENTES
4/30/2021 9:24:03;SI;SI;NO;Satisfactoria;Regular;Recepción por correo electrónico;
4/30/2021 9:37:16;SI;SI;SI;Satisfactoria;Muy Buena;Descarga de la página web de ATM;
